Enfermedad,Sintoma_1,Sintoma_2,Sintoma_3,Sintoma_4,Sintoma_5,Sintoma_6,Sintoma_7,Sintoma_8,Sintoma_9,Sintoma_10,Sintoma_11,Sintoma_12,Sintoma_13,Sintoma_14,Sintoma_15,Sintoma_16,Sintoma_17
Várices,fatiga,moretones,obesidad,piernas hinchadas,vasos sanguíneos hinchados,venas prominentes en la pantorrilla,,,,,,,,,,,
Várices,fatiga,calambres,obesidad,piernas hinchadas,vasos sanguíneos hinchados,venas prominentes en la pantorrilla,,,,,,,,,,,
Várices,fatiga,calambres,moretones,piernas hinchadas,vasos sanguíneos hinchados,venas prominentes en la pantorrilla,,,,,,,,,,,
Várices,fatiga,calambres,moretones,obesidad,vasos sanguíneos hinchados,venas prominentes en la pantorrilla,,,,,,,,,,,
Várices,fatiga,calambres,moretones,obesidad,piernas hinchadas,venas prominentes en la pantorrilla,,,,,,,,,,,
Várices,fatiga,calambres,moretones,obesidad,piernas hinchadas,vasos sanguíneos hinchados,,,,,,,,,,,
Várices,fatiga,calambres,moretones,obesidad,piernas hinchadas,venas prominentes en la pantorrilla,,,,,,,,,,,
Hipotiroidismo,fatiga,aumento de peso,manos y pies fríos,cambios de humor,letargo,mareos,cara y ojos hinchados,tiroides agrandada,uñas quebradizas,extremidades hinchadas,depresión,irritabilidad,menstruación anormal,,,,
Hipotiroidismo,fatiga,aumento de peso,manos y pies fríos,cambios de humor,letargo,mareos,cara y ojos hinchados,tiroides agrandada,uñas quebradizas,extremidades hinchadas,depresión,irritabilidad,menstruación anormal,,,,
Hipotiroidismo,aumento de peso,manos y pies fríos,cambios de humor,letargo,mareos,cara y ojos hinchados,tiroides agrandada,uñas quebradizas,extremidades hinchadas,depresión,irritabilidad,menstruación anormal,,,,,
Hipotiroidismo,aumento de peso,manos y pies fríos,cambios de humor,letargo,mareos,cara y ojos hinchados,tiroides agrandada,uñas quebradizas,extremidades hinchadas,depresión,irritabilidad,menstruación anormal,,,,,
Hipotiroidismo,fatiga,manos y pies fríos,cambios de humor,letargo,mareos,cara y ojos hinchados,tiroides agrandada,uñas quebradizas,extremidades hinchadas,depresión,irritabilidad,menstruación anormal,,,,,
Hipotiroidismo,fatiga,aumento de peso,cambios de humor,letargo,mareos,cara y ojos hinchados,tiroides agrandada,uñas quebradizas,extremidades hinchadas,depresión,irritabilidad,menstruación anormal,,,,,
Hipotiroidismo,fatiga,aumento de peso,manos y pies fríos,letargo,mareos,cara y ojos hinchados,tiroides agrandada,uñas quebradizas,extremidades hinchadas,depresión,irritabilidad,menstruación anormal,,,,,
Hipotiroidismo,fatiga,aumento de peso,manos y pies fríos,cambios de humor,mareos,cara y ojos hinchados,tiroides agrandada,uñas quebradizas,extremidades hinchadas,depresión,irritabilidad,menstruación anormal,,,,,
Hipotiroidismo,fatiga,aumento de peso,manos y pies fríos,cambios de humor,letargo,cara y ojos hinchados,tiroides agrandada,uñas quebradizas,extremidades hinchadas,depresión,irritabilidad,menstruación anormal,,,,,
Hipotiroidismo,fatiga,aumento de peso,manos y pies fríos,cambios de humor,letargo,mareos,tiroides agrandada,uñas quebradizas,extremidades hinchadas,depresión,irritabilidad,menstruación anormal,,,,,
Hipertiroidismo,fatiga,cambios de humor,pérdida de peso,inquietud,sudoración,diarrea,ritmo cardíaco acelerado,hambre excesiva,debilidad muscular,irritabilidad,menstruación anormal,,,,,,
Hipertiroidismo,fatiga,cambios de humor,pérdida de peso,inquietud,sudoración,diarrea,ritmo cardíaco acelerado,hambre excesiva,debilidad muscular,irritabilidad,menstruación anormal,,,,,,
Hipertiroidismo,cambios de humor,pérdida de peso,inquietud,sudoración,diarrea,ritmo cardíaco acelerado,hambre excesiva,debilidad muscular,irritabilidad,menstruación anormal,,,,,,,
Hipertiroidismo,fatiga,pérdida de peso,inquietud,sudoración,diarrea,ritmo cardíaco acelerado,hambre excesiva,debilidad muscular,irritabilidad,menstruación anormal,,,,,,,
Hipertiroidismo,fatiga,cambios de humor,inquietud,sudoración,diarrea,ritmo cardíaco acelerado,hambre excesiva,debilidad muscular,irritabilidad,menstruación anormal,,,,,,,
Hipertiroidismo,fatiga,cambios de humor,pérdida de peso,sudoración,diarrea,ritmo cardíaco acelerado,hambre excesiva,debilidad muscular,irritabilidad,menstruación anormal,,,,,,,
Hipertiroidismo,fatiga,cambios de humor,pérdida de peso,inquietud,diarrea,ritmo cardíaco acelerado,hambre excesiva,debilidad muscular,irritabilidad,menstruación anormal,,,,,,,
Hipertiroidismo,fatiga,cambios de humor,pérdida de peso,inquietud,sudoración,ritmo cardíaco acelerado,hambre excesiva,debilidad muscular,irritabilidad,menstruación anormal,,,,,,,
Hipertiroidismo,fatiga,cambios de humor,pérdida de peso,inquietud,sudoración,diarrea,hambre excesiva,debilidad muscular,irritabilidad,menstruación anormal,,,,,,,
Hipertiroidismo,fatiga,cambios de humor,pérdida de peso,inquietud,sudoración,diarrea,ritmo cardíaco acelerado,debilidad muscular,irritabilidad,menstruación anormal,,,,,,,
Hipoglucemia,vómitos,fatiga,ansiedad,sudoración,dolor de cabeza,náuseas,visión borrosa y distorsionada,hambre excesiva,habla arrastrada,irritabilidad,palpitaciones,,,,,,
Hipoglucemia,vómitos,fatiga,ansiedad,sudoración,dolor de cabeza,náuseas,visión borrosa y distorsionada,hambre excesiva,sequedad y hormigueo en los labios,habla arrastrada,irritabilidad,palpitaciones,,,,,
Hipoglucemia,vómitos,fatiga,ansiedad,sudoración,dolor de cabeza,náuseas,visión borrosa y distorsionada,hambre excesiva,sequedad y hormigueo en los labios,habla arrastrada,irritabilidad,palpitaciones,,,,,
Hipoglucemia,fatiga,ansiedad,sudoración,dolor de cabeza,náuseas,visión borrosa y distorsionada,hambre excesiva,sequedad y hormigueo en los labios,habla arrastrada,irritabilidad,palpitaciones,,,,,,
Hipoglucemia,vómitos,ansiedad,sudoración,dolor de cabeza,náuseas,visión borrosa y distorsionada,hambre excesiva,sequedad y hormigueo en los labios,habla arrastrada,irritabilidad,palpitaciones,,,,,,
Hipoglucemia,vómitos,fatiga,sudoración,dolor de cabeza,náuseas,visión borrosa y distorsionada,hambre excesiva,sequedad y hormigueo en los labios,habla arrastrada,irritabilidad,palpitaciones,,,,,,
Hipoglucemia,vómitos,fatiga,ansiedad,dolor de cabeza,náuseas,visión borrosa y distorsionada,hambre excesiva,sequedad y hormigueo en los labios,habla arrastrada,irritabilidad,palpitaciones,,,,,,
Hipoglucemia,vómitos,fatiga,ansiedad,sudoración,náuseas,visión borrosa y distorsionada,hambre excesiva,sequedad y hormigueo en los labios,habla arrastrada,irritabilidad,palpitaciones,,,,,,
Hipoglucemia,vómitos,fatiga,ansiedad,sudoración,dolor de cabeza,visión borrosa y distorsionada,hambre excesiva,sequedad y hormigueo en los labios,habla arrastrada,irritabilidad,palpitaciones,,,,,,
Hipoglucemia,vómitos,fatiga,ansiedad,sudoración,dolor de cabeza,náuseas,hambre excesiva,sequedad y hormigueo en los labios,habla arrastrada,irritabilidad,palpitaciones,,,,,,
Osteoartritis,dolor articular,dolor de cuello,dolor de rodilla,dolor en la articulación de la cadera,articulaciones hinchadas,dolor al caminar,,,,,,,,,,,
Osteoartritis,dolor articular,dolor de cuello,dolor de rodilla,dolor en la articulación de la cadera,articulaciones hinchadas,dolor al caminar,,,,,,,,,,,
Osteoartritis,dolor de cuello,dolor de rodilla,dolor en la articulación de la cadera,articulaciones hinchadas,dolor al caminar,,,,,,,,,,,,
Osteoartritis,dolor articular,dolor de rodilla,dolor en la articulación de la cadera,articulaciones hinchadas,dolor al caminar,,,,,,,,,,,,
Osteoartritis,dolor articular,dolor de cuello,dolor en la articulación de la cadera,articulaciones hinchadas,dolor al caminar,,,,,,,,,,,,
Osteoartritis,dolor articular,dolor de cuello,dolor de rodilla,articulaciones hinchadas,dolor al caminar,,,,,,,,,,,,
Osteoartritis,dolor articular,dolor de cuello,dolor de rodilla,dolor en la articulación de la cadera,dolor al caminar,,,,,,,,,,,,
Osteoartritis,dolor articular,dolor de cuello,dolor de rodilla,dolor en la articulación de la cadera,articulaciones hinchadas,,,,,,,,,,,,
Osteoartritis,dolor articular,dolor de cuello,dolor de rodilla,dolor en la articulación de la cadera,articulaciones hinchadas,dolor al caminar,,,,,,,,,,,
Osteoartritis,dolor articular,dolor de cuello,dolor de rodilla,dolor en la articulación de la cadera,articulaciones hinchadas,dolor al caminar,,,,,,,,,,,
Artritis,debilidad muscular,rigidez en el cuello,articulaciones hinchadas,rigidez al movimiento,dolor al caminar,,,,,,,,,,,,
Artritis,debilidad muscular,rigidez en el cuello,articulaciones hinchadas,rigidez al movimiento,dolor al caminar,,,,,,,,,,,,
Artritis,rigidez en el cuello,articulaciones hinchadas,rigidez al movimiento,dolor al caminar,,,,,,,,,,,,,
Artritis,debilidad muscular,articulaciones hinchadas,rigidez al movimiento,dolor al caminar,,,,,,,,,,,,,
Artritis,debilidad muscular,rigidez en el cuello,rigidez al movimiento,dolor al caminar,,,,,,,,,,,,,
Artritis,debilidad muscular,rigidez en el cuello,articulaciones hinchadas,dolor al caminar,,,,,,,,,,,,,
Artritis,debilidad muscular,rigidez en el cuello,articulaciones hinchadas,rigidez al movimiento,dolor al caminar,,,,,,,,,,,,
Artritis,debilidad muscular,rigidez en el cuello,articulaciones hinchadas,rigidez al movimiento,,,,,,,,,,,,,
Artritis,debilidad muscular,rigidez en el cuello,articulaciones hinchadas,rigidez al movimiento,dolor al caminar,,,,,,,,,,,,
Artritis,debilidad muscular,rigidez en el cuello,articulaciones hinchadas,rigidez al movimiento,dolor al caminar,,,,,,,,,,,,
Vértigo posicional paroxístico,vómitos,dolor de cabeza,náuseas,sensación de giro,pérdida de equilibrio,inestabilidad,,,,,,,,,,,
Vértigo posicional paroxístico,vómitos,dolor de cabeza,náuseas,sensación de giro,pérdida de equilibrio,inestabilidad,,,,,,,,,,,
Vértigo posicional paroxístico,dolor de cabeza,náuseas,sensación de giro,pérdida de equilibrio,inestabilidad,,,,,,,,,,,,
Vértigo posicional paroxístico,vómitos,náuseas,sensación de giro,pérdida de equilibrio,inestabilidad,,,,,,,,,,,,
Vértigo posicional paroxístico,vómitos,dolor de cabeza,sensación de giro,pérdida de equilibrio,inestabilidad,,,,,,,,,,,,
Vértigo posicional paroxístico,vómitos,dolor de cabeza,náuseas,pérdida de equilibrio,inestabilidad,,,,,,,,,,,,
Vértigo posicional paroxístico,vómitos,dolor de cabeza,náuseas,sensación de giro,inestabilidad,,,,,,,,,,,,
Vértigo posicional paroxístico,vómitos,dolor de cabeza,náuseas,sensación de giro,pérdida de equilibrio,,,,,,,,,,,,
Vértigo posicional paroxístico,vómitos,dolor de cabeza,náuseas,sensación de giro,pérdida de equilibrio,inestabilidad,,,,,,,,,,,
Vértigo posicional paroxístico,vómitos,dolor de cabeza,náuseas,pérdida de equilibrio,inestabilidad,,,,,,,,,,,,
Acné,erupción en la piel,granos con pus,puntos negros,costras,,,,,,,,,,,,,
Acné,erupción en la piel,granos con pus,puntos negros,costras,,,,,,,,,,,,,
Acné,granos con pus,puntos negros,costras,,,,,,,,,,,,,,
Acné,erupción en la piel,puntos negros,costras,,,,,,,,,,,,,,
Acné,erupción en la piel,granos con pus,costras,,,,,,,,,,,,,,
Acné,erupción en la piel,granos con pus,puntos negros,,,,,,,,,,,,,,
Acné,erupción en la piel,granos con pus,puntos negros,costras,,,,,,,,,,,,,
Acné,erupción en la piel,granos con pus,puntos negros,,,,,,,,,,,,,,
Acné,erupción en la piel,granos con pus,costras,,,,,,,,,,,,,,
Acné,erupción en la piel,puntos negros,costras,,,,,,,,,,,,,,
Infección urinaria,ardor al orinar,molestia en la vejiga,mal olor de la orina,sensación continua de orinar,,,,,,,,,,,,,
Infección urinaria,ardor al orinar,molestia en la vejiga,mal olor de la orina,sensación continua de orinar,,,,,,,,,,,,,
Infección urinaria,molestia en la vejiga,mal olor de la orina,sensación continua de orinar,,,,,,,,,,,,,,
Infección urinaria,ardor al orinar,mal olor de la orina,sensación continua de orinar,,,,,,,,,,,,,,
Infección urinaria,ardor al orinar,molestia en la vejiga,sensación continua de orinar,,,,,,,,,,,,,,
Infección urinaria,ardor al orinar,molestia en la vejiga,mal olor de la orina,,,,,,,,,,,,,,
Infección urinaria,ardor al orinar,molestia en la vejiga,mal olor de la orina,sensación continua de orinar,,,,,,,,,,,,,
Infección urinaria,ardor al orinar,molestia en la vejiga,sensación continua de orinar,,,,,,,,,,,,,,
Infección urinaria,molestia en la vejiga,mal olor de la orina,sensación continua de orinar,,,,,,,,,,,,,,
Infección urinaria,ardor al orinar,molestia en la vejiga,sensación continua de orinar,,,,,,,,,,,,,,
Psoriasis,erupción en la piel,dolor articular,descamación de la piel,descamación plateada,pequeñas hendiduras en las uñas,uñas inflamadas,,,,,,,,,,,
Psoriasis,erupción en la piel,dolor articular,descamación de la piel,descamación plateada,pequeñas hendiduras en las uñas,uñas inflamadas,,,,,,,,,,,
Psoriasis,dolor articular,descamación de la piel,descamación plateada,pequeñas hendiduras en las uñas,uñas inflamadas,,,,,,,,,,,,
Psoriasis,erupción en la piel,descamación de la piel,descamación plateada,pequeñas hendiduras en las uñas,uñas inflamadas,,,,,,,,,,,,
Psoriasis,erupción en la piel,dolor articular,descamación plateada,pequeñas hendiduras en las uñas,uñas inflamadas,,,,,,,,,,,,
Psoriasis,erupción en la piel,dolor articular,descamación de la piel,pequeñas hendiduras en las uñas,uñas inflamadas,,,,,,,,,,,,
Psoriasis,erupción en la piel,dolor articular,descamación de la piel,descamación plateada,uñas inflamadas,,,,,,,,,,,,
Psoriasis,erupción en la piel,dolor articular,descamación de la piel,descamación plateada,pequeñas hendiduras en las uñas,,,,,,,,,,,,
Psoriasis,erupción en la piel,dolor articular,descamación de la piel,descamación plateada,pequeñas hendiduras en las uñas,uñas inflamadas,,,,,,,,,,,
Psoriasis,erupción en la piel,dolor articular,descamación de la piel,descamación plateada,pequeñas hendiduras en las uñas,uñas inflamadas,,,,,,,,,,,
Impétigo,erupción en la piel,fiebre alta,ampolla,lesión roja alrededor de la nariz,secreción con costra amarilla,,,,,,,,,,,,
Impétigo,erupción en la piel,fiebre alta,ampolla,lesión roja alrededor de la nariz,secreción con costra amarilla,,,,,,,,,,,,
Impétigo,fiebre alta,ampolla,lesión roja alrededor de la nariz,secreción con costra amarilla,,,,,,,,,,,,,
Impétigo,erupción en la piel,ampolla,lesión roja alrededor de la nariz,secreción con costra amarilla,,,,,,,,,,,,,
Impétigo,erupción en la piel,ampolla,lesión roja alrededor de la nariz,secreción con costra amarilla,,,,,,,,,,,,,
Impétigo,erupción en la piel,fiebre alta,lesión roja alrededor de la nariz,secreción con costra amarilla,,,,,,,,,,,,,
Impétigo,erupción en la piel,fiebre alta,ampolla,secreción con costra amarilla,,,,,,,,,,,,,
Impétigo,erupción en la piel,fiebre alta,ampolla,lesión roja alrededor de la nariz,,,,,,,,,,,,,
Impétigo,erupción en la piel,fiebre alta,ampolla,lesión roja alrededor de la nariz,secreción con costra amarilla,,,,,,,,,,,,
Impétigo,erupción en la piel,ampolla,lesión roja alrededor de la nariz,secreción con costra amarilla,,,,,,,,,,,,,
Infección fúngica,picazón,erupción en la piel,erupciones nodulares en la piel,manchas discrómicas,,,,,,,,,,,,,
Infección fúngica,erupción en la piel,erupciones nodulares en la piel,manchas discrómicas,,,,,,,,,,,,,,
Infección fúngica,picazón,erupciones nodulares en la piel,manchas discrómicas,,,,,,,,,,,,,,
Infección fúngica,picazón,erupción en la piel,manchas discrómicas,,,,,,,,,,,,,,
Infección fúngica,picazón,erupción en la piel,erupciones nodulares en la piel,,,,,,,,,,,,,,
Infección fúngica,erupción en la piel,erupciones nodulares en la piel,manchas discrómicas,,,,,,,,,,,,,,
Infección fúngica,picazón,erupciones nodulares en la piel,manchas discrómicas,,,,,,,,,,,,,,
Infección fúngica,picazón,erupción en la piel,manchas discrómicas,,,,,,,,,,,,,,
Infección fúngica,picazón,erupción en la piel,erupciones nodulares en la piel,,,,,,,,,,,,,,
Infección fúngica,picazón,erupción en la piel,erupciones nodulares en la piel,manchas discrómicas,,,,,,,,,,,,,
Alergia,estornudos continuos,temblores,escalofríos,lagrimeo,,,,,,,,,,,,,
Alergia,temblores,escalofríos,lagrimeo,,,,,,,,,,,,,,
Alergia,estornudos continuos,escalofríos,lagrimeo,,,,,,,,,,,,,,
Alergia,estornudos continuos,temblores,lagrimeo,,,,,,,,,,,,,,
Alergia,estornudos continuos,temblores,escalofríos,,,,,,,,,,,,,,
Alergia,temblores,escalofríos,lagrimeo,,,,,,,,,,,,,,
Alergia,estornudos continuos,escalofríos,lagrimeo,,,,,,,,,,,,,,
Alergia,estornudos continuos,temblores,lagrimeo,,,,,,,,,,,,,,
Alergia,estornudos continuos,temblores,escalofríos,,,,,,,,,,,,,,
Alergia,estornudos continuos,temblores,escalofríos,lagrimeo,,,,,,,,,,,,,
Enfermedad por reflujo gastroesofágico,dolor de estómago,acidez,úlceras en la lengua,vómitos,tos,dolor en el pecho,,,,,,,,,,,
Enfermedad por reflujo gastroesofágico,dolor de estómago,úlceras en la lengua,vómitos,tos,dolor en el pecho,,,,,,,,,,,,
